,tweet,bert_predict,lstm_predict,bert_lstm_predict
28,lagu utk vaccine covid utk yg gemuruh utk antivaxxers selamat malam lah lagu pfizer tahir,1,1,-1
29,vaksin nganggo pfizer wae pie ya,-1,-1,-1
30,mama seronok noh harini dpt pfizer vaksin tpi balik reja lena kata mengantuk hahahahahahha,1,-1,1
31,pengen vaksin pfizer tp apalah daya gak msk indo,-1,-1,-1
32,di vaksid covid resmi menjadi geng sinovac pengennya masuk geng pfizer jnj,-1,-1,-1
33,gak indonesia negara makai vaksin sinovac sampai ini menapat kejelasan saudi terkait pelaksaan haji muslim eropa sudah vaksin pfizer dkk belum mendapat kepastian usul gw jokowi sbg presiden jemput bola,-1,-1,-1
34,yaudah emang vaksin bayar gapapa asalkan pfizer moderna,1,-1,1
35,cuma gue yg baru tahu ternyata efikasi astrazaneca cuma baru tp efek sampingnya udah macem gitu ya gimana pfizer moderna efikasinya tetap vaksin ya guys salah satu ikhtiar untuk keluar dr pandemi,-1,-1,1
36,takpe vaksin kelantan lambat dapat pfizer,-1,1,-1
37,orang yues bilang sinovac aman orang cainis bilang pfizer tak efektif bingung pa vaksin aja yaa,-1,-1,-1
38,cari vaksin pfizer semarang,-1,-1,1
39,vaksin pfizer sampai negeri tiongkok yang sebut perdagangan internasional,-1,-1,-1
40,vaksin az minggu apa pfizer nunggu juli ya,-1,-1,-1
41,vaksin yang bagus pfizer sinovac astrazeneca,1,1,1
42,alhamdulillah vaksin dos pertama lagi pfizer,1,-1,1
43,seneng pfizer masuk indo memangnya milih ya vaksin yg,1,-1,1
44,pfizer inc mitranya jerman biontech mengatakan akan menyumbangkan dosis vaksin covid untuk membantu memvaksinasi atlet delegasi berpartisipasi olimpiade paralimpiade tokyo,1,1,1
45,jujurly jijay bgt pake kata ga tau vaksin sinopharm berbayarnyaa kf segmentasi pasarnya gimana yg rela bayar divaksin drpd ngantri para jelata mah pengennya pfizer ato moderna,-1,-1,-1
46,iki kancaku beda lantai pas kantor vaksin ma al ragelem melu mergo nganggo sinovac ngenteni az opo pfizer saiki ambruk bar wae mlebu omni dadi ngrepoti kancane kon ngurus anak bojone gawean sgala macem,-1,-1,-1
47,menunggu vaksin pfizer,-1,-1,1
48,barusan bapakku nanya bagusan vaksin pfizer apa bales vaksin ada vaksin bagus artian aku ngga membedabedakan vaksin ada ini pastinya melalui proses evaluasi khasiat mutu keamanan bpom,-1,-1,1
49,pfizer kena mulakan projek hasilkan vaksin untuk antivaksin,-1,-1,-1
50,riset aku memutuskan ikut vaksin bulan agustus aja menunggu vaksin jenis pfizer,-1,1,1
51,vaksin pfizer jak sesuai untuk ibu mengandong,1,1,1
52,housemate sorg dpt tarikh vaccine alhamdulillah vaksin az pfizer sinovac,1,-1,1
53,yg garda terdepan aja vaksin sinovac yg rumah aja kecentilan nungguin astrazeneca pfizer,1,-1,1
54,sebenernya mas menjelaskan sederhana sedikit kurang tepat faktanya vaksin pfizer infonya mengurangi gejala terinfeksi virus tak mengurangi kemungkinan kita menulari virus orang cmiiw,-1,-1,-1
55,tggu pfizer lambat kita cucuk dulu haritu injection typhoid injection kancing gigi vaksin covid wallahu alam,-1,1,-1
56,ya kalo nti pfizer dah masuk indo terus vaksin lg,-1,-1,-1
57,vaksin pfizer moderna ampuh tangkal virus corona india dream,-1,-1,-1
58,ga masuk aja sih vaksin pfizer indonesia tp berbayar yg gratis gpp si az aja kalo berbayar mayan duitnya subsidi silang,-1,1,-1
59,st vaksin pake sinovacaz nd vaksin pake pfizer gak sih pengen vaksin kyknya nunggu pfizer masuk indo lama,-1,-1,-1
60,segala kekurangan nya pokoknya gw cm mw vaksin pake vaksin pfizer,-1,-1,-1
61,yang vaksinasinya lengkap dari bulan semenjak dosis terakhir yang sudah test antibodi kuantitatif share hasilnya liat perbandingan vaksin apapun sinovac az pfizer dll tolong retweet biar cakupan luas,1,1,1
62,wkwkwkwkwk perkara gue vaksin astra aja sampe dibilang ga vaksin pfizer,-1,-1,-1
63,berdasarkan pnglmn kwn yg dh vaksin comparison side efek vaksin sinovecltpfizerltastrazaneca tp org body die adapt dgn vaksin tu lindungdirilindungsemua immunitikelompok,-1,-1,-1
64,ya allah habis ka isu inakambikvaksintapinakpfizerjasebabaztakbagus,-1,-1,-1
65,menyesal gatal tangan cari hujah hujah orang tolak vaksin pfizer hujah vaksin meningkatkan rangsangan seksual golongan tua jadi ramai orang rogol orang tua menyebabkan kematian,-1,-1,-1
66,ya allah moga vaksin pfizer moderna cepet datang,1,-1,1
67,baru tau vaksin pfizer tu bfmom cucuk sinovac takleh cucuk,-1,-1,-1
68,gw pengen vaksin tp maunya pfizer disini gak hm,-1,-1,-1
69,ga sih nunda ambil vaksin penggennya yg pfizer keren bgt teknologinya,1,1,1
70,hore vaksin finally menunggu sekian pfizer moderna yak dapetnya,1,-1,1
71,alhamdulillah pagi dapat hantar mak dapatkan cucuk vaksin pertama nama vaksin pfizer yg sebenar cominarty pfizer tu nama syarikat korang punya mak ayah dah dipanggil cucuk vaksin,1,1,1
72,ok geng jadinya gue vaksin nya nunggu yg pfizer,1,-1,1
73,jir baru selesai vaksin pfizer rasanya kek zombie berjalan ngantuk pegel pusing,-1,-1,-1
74,untung jadik ank pegawai besar nihh org dlm satu ketabole jadik orgdapat rentas negeridapat vaksin pfizer,-1,-1,1
75,kemarin ditawarin manager daftar vaksin via sevel sevel pake vaksin moderna terusku berpikir kayanya ku tunggu pemerintah aja yg pfizer kali ya,-1,-1,-1
76,colleagues kecuali bo antivaxx haha geng kayangan pfizer hahahaha alhamdullilah dah vaksin,1,1,1
77,alhamdulillah mak dh lengkap dos vaksin pfizer lega rasanya moga baik saje mak ye dn semua,1,1,1
78,juta dos vaksin pfizer uwu,-1,-1,1
79,vaksin mandiri kalo pfizermoderna sih gapapa kalo anu ya hehe mohon maaf bun,-1,-1,-1
80,vaksin pfizer lt israel punya dpt indon udah kutuk khawatir kutuk sesuai janji tuhan umat pilihan berbalik krn bencana alam trus nih,-1,1,-1
81,pengen dapet vaksin pfizer moderna deh,1,-1,1
82,israel diserang varian delta warganya divaksinasi pakai pfizer diserang masih anak karena pemerintahnya longgarkan prokes indonesia ketatkan prokes masifkan vaksinasi batalkan sekolah tatap muka,-1,-1,-1
83,beneran takut kalo ntar diskriminasi vaksin anak vaksin pfizer sinovac ga nikah cari aja yg setara hih serem,-1,-1,-1
84,nunggu vaksin pfizer,-1,-1,1
85,selamat pagi semua kecuali yg vaksin sinovac utk rakyat tpi beli pfizer derma dkt negara,1,-1,1
86,kelantan menerima bekalan vaksin pfizer memandangkan negeri telah dibekalkan vaksin sinovac ini negara mempunyai bekalan pfizer mencukupi kerana mengimpolebih juta dos vaksin pfizer berbanding juta dos sinovac,-1,-1,1
87,kalo vaksin pfizer murah berlebih deh ak rela membayar kwkwk,1,1,1
88,bayangkan pfizer antik khas jampt secara rasmi penghantaran vaksin covid belgium seluruh dunia,1,1,1
89,dah suntik vaksin samada lain vaksin sila ucap tahniah diri,-1,-1,-1
90,penerima vaksin pfizer alhamdullilah done cucuk vaksin penerima vaksin pfizer alhamdullilah done cucuk vaksin pfizer,1,-1,1
91,amiklah vaksin pfizer az sinovacsudahnya panadol yang korang cari hahahha,1,-1,1
92,wal yang tau kah harga vaksin covid astrazenecapfizersinovacnovavaxcovax mandiri dimana vaksinnya makasih,1,1,1
93,gw ga masalah sih vaksin berbayar tp ya mbok pfizer gt pengen tau aja uangnya apaor,-1,-1,-1
94,dah lengkap dos vaksin pfizer jenjalan,-1,1,1
95,min meh tanya vaksin pfizer kui apik gak sih,-1,-1,-1
96,moderna pfizer masuk udah gajaman nanya agama lo berubah jadi vaksin lo,-1,-1,-1
97,jadi mak kata ramai warga emas tolak vaksin datang cucuk heloo makcik pakcik got pfizer kot nikmat tuhan kamu dustakan,-1,1,-1
98,vaksin bagus vaksin paling cepat sinovac az pfizer dahlah gausah milih pilihannya vaksin atau mi rona nih,1,1,1
99,sebulan terakhir banget kabar duka dari temen dari keluarga temen masih suka gatel keliaran mari tahan terutama belum vaksin vaksin yu gausah nunggu pfizer moderna hehe,-1,1,-1
100,sebelumnya nunggu pfizer az deh sekarang suntik vaksin gue aja suntikin serem keadaan,-1,-1,-1
101,jujur tetep setuju vaksin mandiri dibolehkan sarat planning vaksin gratis ontime stok vaksin gratis toh kenyataannya individu yg pokoknya pfizer kalo ga pfizer gamau bukan tanggung jawab pemerintah untuk memenuhi keinginan si orang,1,1,-1
102,kagak usah dah tuh nunggu yg namanya pfizer moderna jampj skrg kalo jatah vaksin langsung aja vaksin gue yg mau pfizer aja selama minggu kasus positif lgsg pengen vaksin takut apa sumpah,-1,-1,-1
103,breaking vaksin pfizer aman untuk anak anak usia tahun,1,1,1
104,vaksin pfizer masuk indo berarti gue dapetnya pfizer wqwqwq,1,-1,1
105,pengen vaksin pfizer moderna gas,1,-1,1
106,kontraintelijen melawan vaksin sinovac ada akarnya kebanyakan penyuaranya mendukung penggunaan pfizer biontechmoderna perlu diingat indonesia urutan keempat populasi dunia mungkin ada gerakan nggak direncanakan,-1,-1,-1
107,lo udah vaksin belom belom gue nungguin pfizer aja sikat kon,-1,-1,-1
108,mo daftar vaksin badan sehat betul bulan boleh ga sih nunggu yg pfizer moderna aja huhu,1,1,1
109,btw foreign jepang udah mulai vaksinasi dua merk pfizer moderna gabisa pilih jadi dapet sesuai ketersediaan aja semoga lancar,1,1,1
110,sekian baru memutuskan ntk daftar vaksin krn bbrp kmrn gue takut bgt ntk vaksin krn sbenernya mau nunggu ntk pfizer tp lbh enak brg kakak biar ga sendirian jd mutusin daftar vaksin minggu bismillah,-1,-1,-1
111,kalo dijual vaksin modernapfizer gua dah beli mandiri apotek orang orang terdekat yang dapet vaksin ini sinopharm,1,-1,1
112,mak ayah kome yg dh cucuk vaksin dewan millennium lubok merbau tu vaksin ye pfizer sinovac,-1,-1,-1
113,banyak menganalogikan vaksin helm perbandingan sinovac astra pfizer sejenisnya dengan perbandingan helm ink agv arai sejenisnya,-1,-1,1
114,mak abah settled vaksin alhamdulillah,1,-1,1
115,aku setuju kalo vaksin berbayar vaksinnya pfizer gitu misalnya,1,1,1
116,pfizer terbaik ape pegi mati yg penting dpt vaksin,1,-1,1
117,vaksin az sinovac gamau katanya takut nunggu pfizer tar az sinovac abis trus ada vaksin nusantara gamau divaksin,-1,-1,-1
118,mending vaksin sinovac pfizer yakalo pfizer nunggu agustus gpp si sebenernya benerin pola hidup,-1,-1,1
119,sepatutnya hari lepas mesyuarat kabinet menteri patut diberi suntikan vaksin pfizer covid terutama kj adham baba pmmidin yg kpp kkm kakitangan kkm,-1,1,1
120,symptom selepas jam vaksin pfizer alhamdulillah rasa lapar mcm makan hari hahaha,1,1,1
121,yg punya akses vaksin tp sengaja nunggu pfizer moderna trus suka jalan semoga kena covid duluan aja gue berharap indonesia booster nakes aja,1,-1,-1
122,cucuk menteri pakai vaksin pfizer cucuk marhean pakai vaksin sinovac justification yg terlepas mengenai perbezaan,-1,-1,-1
123,satu rumah dah vaksin st dose macam brand pfizer sinovac az sapu bersih alhamdulillah,1,-1,1
124,abis vaksin sinovac vaksin pfizermoderna ngga si ngerih ngga masuk jepang ntar,-1,1,-1
125,vaksin pfizer moderna kpn yah umum hmm,-1,-1,1
126,kecemburuan sosial gaji kecemburuan sosial dapet vaksin pfizer moderna,-1,-1,-1
127,semua vaksin yg sinovac astra pfizer moderna dllbmana yg baik yg baik ya yg udah dan bs disuntikkan nek kon milih yo milih pfizer tu tur le tekan kene selak luhut nambah jabatan meneh,-1,1,-1
128,klo pemerintah masukin vaksin nusantara rakyat bisa beli vaksin pfizer,1,-1,1
129,tbh di indo dijual pfizer ak sih beli mau vaksin melihat bbrpa teman yg tumbang wlw dpt sinovac di dampak covid ga separah yg blm vaksin bbrapa cerita keadaan tubuh pasca vaksin bener membantu pemulihan,1,1,1
130,apa katanya vaksin pfizer sm az ampuh lawan corona varian delta sm kappa tp gua kemaren vaksinnya sinovac trs katanya kalo ke ln yg dibolehin tu kalo udh vaksin az jg ya bkn brrti gw ke ln sih cm kalo gt berarti az gt sinovac gasi,-1,-1,-1
131,pengen vaksin pfizer gapunya duit,-1,-1,-1
132,afrika selatan menandatangani perjanjian pfizer untuk juta dosis vaksin covid ini mematangkan rencana untuk memulai vaksinasi ma al bulan april kesepakatan menjadi angin segar untuk negara paling parah terkena infeksi covid afrika tsb,-1,1,-1
133,ada yg xpaham psal vaksin nape xdpt az skrg sape yg dpt appt vaksin pfizersinovaz az mne az yg dpt skrg dr temujanji sukarelawan yg berebut hjg mei lpas yg dlm sejam slot juta abis yg netizen duduk meroyan xdpt slot abis maki gomen,-1,-1,-1
134,gpp vaksin bayar ya pakek pfizer moderna astrazeneca jgn pakek sinopharm,-1,-1,1
135,rich thais beneran amrik dapetin vaksin pfizer terus balik wkwk,1,1,1
136,vaksin pfizer kui jenenge wangun nomer dua sik jenenge wangun ki astrazeneca pokmen opo golek kebule sik,-1,-1,-1
137,mau masuk eu pakai sertifikat vaksinasi ini vaksin yg diakui pfizerbiontech moderna az jampj,1,-1,1
138,pfizer vaksin lagaknya dapat phd pergh,-1,1,-1
139,sinovac pfizer vaksinvaksin membuat kebal virus corona berserah berjamaah perbanyak istighfar sedekah percaya qadarullahlah merupakan vaksin paling ampuh apa yang sudah menjadi ketentuan akan luput,1,-1,1
140,pergh adik spm vaksin pfizer fuhh,-1,-1,1
141,pak beli pak beli beli vaksin core booster booster az pfizer moderna sino sputnik pfizer pak dua ya bawa pulang suntik sini aja pak gitu kali ya warung terdekat,1,-1,1
142,alhamdulillah dikatakan sudah pulih sepenuhnya kesan pengambilan dos vaksin pfizer pertama,1,-1,1
143,parah mat mimpi vaksin pfizer hshshdhs,-1,-1,-1
144,kau cerita pasal kesan vaksin sakit kepala dan kau daftar selesai terima comirnaty pfizer dos kedua puasa tak sakit pe tak perlu hasut orang,-1,-1,-1
145,kayaknya saudi doang deh vaksin dosis pertama pake astrazneca vaksin dosis kedua pake pfizer bagaimana hukumnya dokter,-1,-1,-1
146,mah pengen vaksin nunggu pfizer mama ngapain vaksin,-1,-1,1
147,calon spmstpm dijadual terima suntikan vaksin pfizerbiontech bermula julai khairy jamaluddin,1,1,-1
148,hai doktor ada satu soalan atau ada kah negara mix vaksin contoh dos pertama pfizer dua kedua az,-1,1,-1
149,lo nyindir sinobac ya er tahan luar sampe jam ya iya hajar terus kmrn kalo gak vaksin merah putih hold liat aja ntar rakyat banyakan vaksin merah putih soal transparansi proses kinerja nya gile rame bener berita mnc dll jatohin pfizer,1,-1,-1
150,ikiciro cya mbere cyinkingo zo gukingira zitangwa muri gahunda ya zimaze kugera mu rwanda muri iki gitondo hageze inkingo zo mu bwoko bwa astrazeneca hanyuma ku mugoroba tukaba dutegereje kuza kwakira izindi zo mu bwoko bwa pfizer,1,-1,-1
151,pandemi covid hadapi varian ganas delta pilihannya hidup mati pada kelahi elu salah gue bener gilanya saat divaksin sempet ngomong vaksinnya sinovac ogah maunya pfizer disuruh bayar nolak digratisin nglunjak,-1,-1,-1
152,clue selanjutnya varian delta di anggap angin lalumaka masuk varian kappa masuk vaksin baru impor vaksin barat ada dosis di utamakan utk nakes pastinya vaksin mrna moderna pfizer,-1,1,1
153,mmg dah vaksin lebihlebih lg pfizer mmg kena mention nama vaksin penuh siap pengeluar,-1,-1,-1
154,kabar mentri pakdhe amrik suntik vaksin pfizer brp biaya kesana pake uang apa mrk ga mo dpt vaksin sinovac ato yg yg gratisan krn ga percaya,-1,-1,-1
155,gak ya vaksin kedua minta pake pfizer kalo udah kalo bayar ya,-1,-1,-1
156,yaduh nih tmn gw knp pd gak vaksin perkara nunggu pfizer anjir agustusan ceunah soalnya diakui eropa pas gw tanya emang studi jawabannya bkn masalah eropanya lu idupnya indo nih takutnya blm pergi gak keburu,-1,-1,-1
157,vaksin pertama hari senin dpt pfizer efek samping lengan pegal hari pertama demam di malam kedua pake paracetamol hari ketiga bangun pagi segar bugar,1,1,1
158,beliau akan ambil suntikan vaksin pfizerbiontech,-1,1,1
159,kalo indo ada vaksin pfizer moderna pli summon gua yaa,-1,-1,1
160,amerika serikat punya vaksin pfizer india vaksin astrazeneca rusia memproduksi vaksin sputnik tiongkok mengeluarkan sinovac sinopharm negara berpenduduk besar memproduksi vaksin untuk kebutuhannya mudah mudahan indonesia belajar,1,1,1
161,alhamdulillah mentua pn dah cucuk vaksin sorg sinovac sorg lg pfizer,1,-1,1
162,bismillah yok dapet booster vaksin pfizer amin,1,-1,1
163,kalo aja ga kek anjing bocil udah disuruh emaknya beli vaksin warung beli beli beli beli beli beli vaksin atu yang pijer pfizer abis belom beli tinggal sinovac ma astra zeneca mao yahh tanya emak deh,-1,-1,-1
164,trend angka kesembuhan lg bagus tp trend positif ya tinggi denger bacot gua az sinovac moderna pfizer ato lah yg penting vaksin gua yg ga sakit aja vaksin krn gua ga tau pertahanan badan gua bakal jebol,-1,-1,-1
165,memang milih pakai vaksin mana gua pribadi kepengen ngindarin vaksin yang buatan lokal gua pribadi lebih percaya az vaksin yg sih cth jampj sputnik pfizer dll,1,1,1
166,pfizer digelar vaksin kayangan beza harga ka,1,-1,1
167,sch guys yg tahun kebawah ud vaksin blm nih nunggu pfizer tp pengennya cepet divaksin bisa skola offline menurut kalian gmna,-1,-1,-1
168,lu gak vaksin besok aja nunggu pfizer kayaknya sih milih heran doain sehat terus mas,1,1,1
169,buibu gamau vaksin gratis krn gamau yg sinovac bilangnya yg berbayar aja gt dapet yg pfizer akhirnya ikut rombongan sinovac,1,1,-1
170,serius vaksin pfizer keren banget dah,1,1,1
171,ikut jadual juta dos vaksin pfizer diterima utk sukufasa jadi dos utk orang sebelum berakhir sukufasa frontliners dll disuntik pfizer dengan juta dos sputnik yg terjadual utk fasa,-1,-1,1
172,si lu nunggu pfizer trs ngeremehin sinovac keburu kena corona lu bege ngelunjak bgt heran,-1,-1,-1
173,akan ambil manamana vaksin diberikan npra dah luluskanmajlis muzakarah fatwa luluskan maknanya halal selamat berkesan kisahlah pfizer sinovac gamelaya astra zeneca,1,1,1
174,vaksin pfizer datang ya gua ikutan aja katanya mahal,-1,-1,1
175,doktor kesannya seseorang sekiranya menerima dos vaksin covid berbeza cth st dos pfizer nd dos sinovac penerima warga emas mohon penjelasan doktor terima kasih,-1,1,-1
176,conok nyeww nenok owang flex vaksin pfizer,-1,-1,-1
177,temanku dapat vaksin pfizer pada sombong update sertifikat dosis kedua bilang hp xiomi vaksin rejekinya pfizer kamu hpnya iphone vaksinnya sinovac,-1,1,-1
178,beli seblak denger orang tolol gamau vaksin tp soktau vaksin dibilang vaksin yg dikasih orng yg gratis yg az karna efeknya kers yg sinovac yg mahal yg bagus katanya kaga tau aja luar negri makenya az sm pfizer gregett pen gua timpal,-1,1,-1
179,pgn vaksin pfizer tp gamasuk indo ya,-1,-1,-1
180,perlis vaksin pfizer ek,-1,-1,-1
181,orang nunggu vaksin pfizer dateng indo keburu vaksin nusantaranya diedarin jah kena zonk,-1,-1,-1
182,gw si gapapa vaksin bayar asalkan pfizer,-1,-1,1
183,jadi mak kena tunggu sinovac pfizer nurse takut okay jadi tak hantar mak pergi vaksin harini,-1,-1,-1
184,sejuta dos vaksin pfizer tiba lapangan terbang sultan abdul aziz shah subang pagi menerusi penerbangan pesawat raya airways th,-1,-1,1
185,sampek pfizer dtg baru dpt jatah vaksin deh,-1,-1,1
186,perdebatan yg lumayan panjang berujung menunggu datangnya vaksin pfizer mendarat ciamik kota malang yuk yuk,1,1,1
187,ngulur vaksin pengen dapet pfizer akhirnya menyerah jg pake sinovac dee selama menunggu gatentu dapet itu jg pas pendistribusian tapi beraharap bumn ngasih booster wkwk,-1,-1,-1
188,geng geng sinovac dipandang rendah geng geng pfizer az ye korang jgn diskriminasi weols ye sinovac pon sinovac asal vaksin cikgu yg br vaskin dpt sinovac,-1,-1,-1
189,mendengarkan penjelasan pak erick kemungkinan vaksin pfizer berbayar baiklaahh siap,1,1,1
190,payah sembang pfizer vaksin pakai cable,-1,-1,-1
191,dapet vaksin yg az sinovac aja dah bersyukur yee indonesia aja yg antivac loh nunggu ape pfizer bakal sih pfizer ampuh mahal indo berani ngambil yg utang negara makin gede hehe,1,-1,1
192,bulan di dubai gw uda dapet vaksin kedua pfizer proses terintegrasi seamle gratis ga ngantri berjam jam ga pake fotokopi id bisa terintegrasi dan mudah,1,1,1
193,pgn vaksin kampus tp pgn pfizer yg dtg nya besok agustus gmn,-1,-1,-1
194,pfizer gapapa bayar asal dapet sticker kalo abis vaksin awokwkwk,1,-1,1
195,untuk vaksin pfizer akan diberikan anak usia tahun mendapatkan izin penggunaan darurat bpom ya ingin divaksin tentunya tetap mengikuti tata kelola keamanannya ya gaes,-1,1,1
196,beruntung dapat vaksin pfizer,1,1,1
197,ngeliat vaksin az ngeri efek sampingnya ku divaksin sinovac aja deh kayaknya pfizer masi tanda tanya,-1,-1,-1
198,untuk mencapai herdimunnity aja lumayan susah dijerman dg vaksin pfizer diindo mencapai herdimmunity klo sinovac,-1,-1,-1
199,yay hari dapet vaksin moderna kemarin dapetnya pfizer,1,1,1
200,aja orangorang milihmilih nunggu pfizer az sinovac dapet vaksin terawan mampus lu,-1,-1,-1
201,bismillah smg pfizer masuk batam biar vaksin jg,1,-1,1
202,vaksin pfizer keluar,-1,-1,-1
203,wakil menteri kesehatan ri menyatakan pihaknya menunggu perkembangan terbaru mengenai kasus kematian lansia norwegia paska injeksi vaksin pfizer minggu kemarin sebuah panti jompo oslo norwegia,1,1,-1
204,kalo ganti vaksin vaksin ketiga mix pengen moderna pfizer aja,-1,-1,1
205,orang jepang bnyk yg begok knp si wkwk uda jelas vaksin yg masuk pfizer moderna tp ttp gamau vaksin heraan,-1,-1,-1
206,bagus kayaknya emang vaksin pfizer sayang msh,1,1,1
207,jd pengen vaksin pfizer deh tp masuk indonesia sih vaksin lg nggak ya hm wkwkwk,-1,-1,1
208,konon yaban pakai vaksin pfizer hratis,-1,-1,-1
209,pfizer keluarkan vaksin kata cucuk mati pfizer jugak keluarkan viagra kata mati pucuk hidup hmm,-1,-1,-1
210,ya semoga rejekinya dapet vaksin pfizer deh wkwk,1,1,1
211,terpikir rakyat berebut kejar vaksin astra adakah akan memudahkn lg kayangan utk senyap dpt pfizer,-1,-1,-1
212,untuk vaksin covid pfizer menghasilkan comirnaty astrazeneca menghasilkan vaxzevria sinovac menghasilkan coronavac,-1,1,-1
213,bangang betul datang ppv minta vaksin pfizer,-1,-1,-1
214,israel vaksinasi udah nyalahin pfizer ada orang meninggal minggu terakhir indonesia vaksinasi meninggal sehari kalo lo kenyang terus jadi picky eater ya wajar aja kalo lo busung lapar pilih merk mati aja kaga tau,-1,-1,-1
215,sultan johor vaksin pfizer untuk johorean,1,1,1
216,khabarnya putrajaya negeri terawal mencapai kadar vaksinasi tertinggi warganya mula menerima temujanji untuk divaksin pfizer sinovac,1,-1,1
217,gak yg tau bisa memastikan produk vaksin dgn teknologi terbaru pfizer moderna efek jangka panjang genetik apa,-1,-1,-1
218,kata aku singapore pakai vaksin pfizer bodo betul,-1,-1,-1
219,vaksin apapun baik astra zaneca sinovac moderna pfizer terbaik kamu vaksin vaksin baik pada gk vaksin sekali masalah efektif kan nnti uji klinis km safe dlu dgn vaksin,1,1,1
220,ati unaogopa itakuaffect lakini na wakiita political rallies unaingia na kichwa tena mask lakini wakenya si mko na jokes itakuchoke,1,-1,-1
221,huh memilih vaksin konon dpt pfizer melompat mcm beruk duhh,-1,-1,-1
222,pemerintah filipina mendatangkan juta dosis vaksin covid asal pfizer kesepakatan terbesar vaksin covid pernah dibuat sejauh ini,1,-1,1
223,pengin divaksin pake pfizer aja gamau pake vaksin terawan tolong,-1,-1,-1
224,temen gue vaksin kali az sinovac moderna tinggal nunggu pfizer kata sama nunggu jadi titan,-1,-1,1
225,menantu idaman pakai honda menantu idaman cucuk vaksin pfizer,1,-1,1
226,wow anak umur tahun udah dapet vaksin pfizer,1,-1,1
227,ngapain beli vaksin jt vaksin moderna udah dateng lagi pfizer dateng,-1,-1,-1
228,pening gok ar bile parent kabo vaksin sinovac takboh pfizer nok,-1,-1,-1
