,tweet,bert_predict,lstm_predict,bert_lstm_predict
19,vaksinasi mandiri sebentar dibuka payung hukum dibuat pemerintah akan mempercepat herd immunity kalangan berpunya vaksin gratis dianggap tdk pas biarkan vaksin berbayar merk vaksin tdk kok dgn gratis,-1,1,-1
20,cm ngabarin stok vaksin kantorku tinggal vial dibagi dosis jd tau brp org lg yg dpt kesempatan disuntik gratis kantor,1,1,-1
21,beneran heran vaksin gratis nih ya knp orangorang yg percaya konspirasi mengaitkan vaksin dgn bisnis,-1,1,-1
22,juga yg ga ikut vaksin gratisan maunya nunggu bagus dia pikir yg gratis barang kawe,1,1,1
23,vaksin gratis udah dikasih buruan vaksin aleman,1,1,1
24,vaksin berbayar dihapus awas aja kemarin protes protes ada vaksin berbayar malah protes gara gara orang orang kaya ngambil jatah vaksin gratis,-1,1,-1
25,vaksin yg tersedia kimia farma mulai senin emg ga termasuk vaksin yg skema ny gratis yah kalo mampu belum dpt giliran vaksin beli kimia farma vaksin sinopharm yahcmiiw,1,1,1
26,memang stok vaksin walau merk beda pemerintah gak beli untuk memenuhi kebutuhan stok vaksin diberikan gratis kemarin kemarin problemnya stok vaksin yg terbatas,-1,1,-1
27,lu mending vaksin dah mumpung gratis anj nyesel lu anj kalo gak vaksin tuh kenyamanan juga,-1,1,1
28,coba aja pemerintah mbagiin vaksin gratis bentuk boba aku antri depan,-1,1,1
29,capaian target vaksinasi covid rendah koq ada vaksin berbayar bisnis nihbiadab ktnya kurangnya komunikasi efektif pemerintah nunggu vaksin gratis antrian tahun skrg prioritas nakes pejabat publiklansia,-1,1,-1
30,bilang orang indonesia gamau vaksin ngentot bener ga liat itu yg antri vaksin bejubel rame kayak antri sembako gratis jadi bikin cluster baru goblok,-1,-1,-1
31,terlepas vaksin gratisbayartrenyuh hati ketika abis beli bubur aya tapi dipareman lampuna loba razia mun kaciduk teh dendana marahal lindungilah semua ya allah baik yg dirumahaja mrk yg tdkbisadirumahaja aamiin,1,1,1
32,katanya org pnya ham klo gk patuh pmrnth seakan diancam dn dipersulitskrg gratisbsk udh mahalrakyat dijadiin ladang bisnisklo emg gratis ya gratis aja kpn kta mauaplgi pns yg diwajibkan vaksin yg bnyak cerita didngar gk mandang riwayat penyakit,-1,1,-1
33,balada orang orang sakit dikasi vaksin gratis nolak vaksin berbayar protes haddeuh,-1,1,-1
34,vaksin gratis tolak vaksin bayar protes,-1,1,-1
35,pastikan vaksin covid gratis kata terucap politikus mending masuk telinga kiri keluar telinga kiri eman kalo keluar dari telinga kanan udah masuk tubuh dulu kasihan tubuh dapet kata kurang bijak,-1,-1,-1
36,ums ngasih vaksin gratis mhs gak ya ato kampus gitu kek ugm udah uns tetangga udah,-1,1,-1
37,vaksin gratis knpa susah bgt si dapetinnya,-1,1,-1
38,sampe skrg setau gw vaksin teh gratis lho ya gamau vaksin dll menyebarkan narasi yg membahayakan,-1,1,-1
39,skrg vaksin anjing gratis gitu ya,-1,1,1
40,hari lalu notifikasi vaksinasi gratis grab alhamdulilah proses vaksinasi nya jogja yah gak jadi ikut,1,1,1
41,penekanan ppkm vaksinasi obat gratis lupa tubuh perlu asupan makanan bergizi imun tubuh meningkat kemampuan daya beli masyarakat untuk makanan itu tdk jadi tolong pemerintah itu perhatikan,-1,1,-1
42,org yg milih vaksin berbayar krn scr psikologis pemikiran org umumnya bilang bayar bakal lebih bagus yg gratis kayak naek becak cm byr rb becak ngebut penumpang protes tkg becak bilang bayar rb aja minta slamet,-1,1,-1
43,vaksin berbayar yang gratis setahuku vaksinasi ndak yang gratis dananya diambil apbn dari rekening pdip,1,1,1
44,vaksin gratis pun merk nya,1,1,1
45,udah gratis aja males palagi besok bayar gue sumpahin yg menolak vaksin mati anjing,-1,-1,-1
46,kampus gua ngadain vaksin gratis mahasiswa nya gua bingung vaksin gak ya gua takut jarum suntik,-1,1,-1
47,vaksin berbayar bisa jadi mempercepat vaksinasi krn vaksin gratis birokrasinya njlimet klo sampe beneran ga bole fix indonesia dipimpin org bodoh,-1,1,-1
48,vaksin gratis antriannya ga diatur prokes yg ditaati cmn pakai masker,-1,1,-1
49,orang kaya punya duwid punya perusahaan yg karyawannya mo bantu pemerintah ikut vaksinasi gotong royong dianya karyawannya sehat usaha normal napa luu yg ribeud ya gratis msh kondom grigi,1,1,-1
50,usul pemerintah rs khusus covid gratis fasilitas kelas pejabat,1,1,1
51,menunggu gimmick puskesmas ngopi vaksin gratis,1,1,1
52,th masyarakatnya berjuang biar vaksin secara merata gratis indo masyarakatnya udah mumpung gratis banyak yg ga vaksin,1,1,1
53,vaksin gratis nya belom nyampe yang bener bener membutuhkan udah berbayar aja wkwkwkwkwkwmwkwkw,1,1,1
54,penanganan covid gagal dana covid menguap kemana bantuan vaksin gratis negara donatur dijual masyarakat ditengah lonjakan kasus harian ketakutan warga gotong royong dalam kebaikan dalam kolusi,-1,1,-1
55,yg belom vaksin mending vaksin deh mumping gratis ntr klo bayar nyesel loh,1,1,1
56,vaksin gratis rame banget ngantre org sebuah lokasi kerumunan kalo gak yg ramengantreberkerumun drpd nyari org dalem biar cepet mendingan ya lo beli aja logika simple ngono wae repot,-1,1,-1
57,salah satu alasan gue mandi pakai sabun sereh tuh karena ngilangin pegel ke ngetes indera penciuman gue bermasalah enggak udah jaga dan udah divaksin berarti gak tertular covid jd menularkan lg mending gue isolasi,-1,-1,-1
58,kalo mau vaksin bayar ya pastinya punya uang ya kalo masyarakat umum lebih pilih untuk vaksin gratis aja ya masalahnya sampai vaksin gratis dikurangi biar terpaksa vaksin berbayar,-1,1,-1
59,dips rapid test gratis dimana ya terjangkau takut bgt kayaknya gejala covid dikos belum uang rapid,-1,1,-1
60,menurut buku predictably irrational orang ditawari barang gratis cenderung antri dapet bagiannya mikir orang sementara klo ditawari barang berbayar yg punya duit borong habis bisa peduli orang berkaca kasus vaksin berbayar,-1,1,-1
61,vaksin gotong royong emang vaksin berbayar awalnya dibeli badan usahaperusahaan utk vaksin karyawannya skrg diganti jd bisa dibeli perorangan lewat kf masalahnya jadi pilihan yg gratis yg bayar terserah org yg kan,1,1,1
62,vaksin di jual apa sumbangan luar negeri ya dulu bilang vaksin gratis rakyat,-1,1,-1
63,oh ya vaksinasi gratis bisa banget untuk yang berusia tahun keatas jadi yuk vaksin tunggu,1,1,1
64,kimia farma kalo jualan vaksin bisa buka gerai vaksin gratis duluan kam,1,1,1
65,pemkab sampang melaksanakan vaksinasi secara ma al gratis halaman pendopo trunojoyo bupati sampang sbg upaya perlindungan trhdap masyarakatnya dr pandemi virus covid,-1,1,1
66,msh aja ya org yg susah bgt pake masker trs disuruh vaksin blg takut begitu segitu vaksin msh gratis gmn bayar giliran dihargain tinggi pd ngedumel diksh gratis gamau vaksin emg susah kesadaran org indo ya gakpada capek sm pandemic,-1,1,-1
67,gw yakinkan soal covid betul pendemi alam mestinya cek kesehatan gratis utk mendeteksi virus tsb deteksinya aja pakai duit berbayar salahkan warga utk abai thd pendemi ekonomi sulit loker sempit sembako harganya selangit ya minerva ya damor,-1,1,-1
68,iki warga sukoharjo renek inpo gen vaksin gratis ngono ra,1,1,-1
69,ayo vaksin mumpung gratis vaksin membantu indonesia pulih keadaan pandemic,1,1,1
70,negara gak secarele kok kmrnkmrn udh dikasih gratis sampe skrg jalan vaksinasi gratis udh dipermudah tempatnya gak sesuai ktp tinggal milih aja yg gratisan mau yg berbayar,1,1,-1
71,vaksin yg gratis aja banyak yg gak divaksin yg berbayar,-1,1,-1
72,masyarakat membutuhkan niat baik bukti hanya janji semata patut apresiasi upaya pemerintah untuk mengatasi ini mengadakan vaksin rakyat secara gratis,1,1,1
73,akibat ppkm vaksin mulai diperjualbelikan kewalahan nyari vaksin gratis bulan udah campaign vaksin,-1,1,-1
74,kata gua yg gamau vaksin coba kasih embel gratis bubur kacang ijo pada demen dah,-1,1,-1
75,dikasih vaksin gratis gak takut itu giliran kabar vaksin berbayar marah wkwk manusia emg susah,-1,-1,-1
76,termasuk katagori muda jadi masih menunggu jadwal vaksin gratis pemerintah yg divaksin duluan fix udah tua becanda,-1,1,-1
77,bener aja ya oksigen yg kita hirup gratis kudu bayar gegara covid,-1,1,-1
78,dapet jadwal vaksin situ vaksin dah kalo bayar mau antri bayarlah bayar bayi aja imunisasi dpt yg gratis yg bayar kadang lu milih yg bayar karna takut anakmu panas rewel ribet hidup,-1,-1,-1
79,kemarin pekalongan vaksin gratis rame banget lokasi habis jam pagi ada lokasi orang umum gaboleh masuk katanya khusus karyawan pabrik sih gpp senang masyarakat pekalongan sadar vaksin penting,1,1,1
80,akses untuk perusahaan mendapatkan vaksin tuh sulit gak sih kl nggak vaksin gratis jadi salah satu bentuk csr nih perusahaan besar tung itung menekan angka penyebaran,-1,1,-1
81,cah swab gae sg kontak erat mb positif covid iku gratis tah pie ya,1,1,1
82,laju dikira negara slama bagi vaksin gratis melek dikit,-1,1,-1
83,otoritas kesehatan negara bekas penjajah indonesia belanda menyatakan semua warga negara belanda warga asing tinggal belanda mendapat vaksinasi covid secara nasional april mendatang ini gratis,1,1,1
84,ny coldplay udah bikin konser itu gratis yg udh divaksin masih ribut ga vaksin klo pake az,-1,1,-1
85,vaksin gratis kedodoran tp keluar vaksin bayar okelah org berduit langsung nyerbu keadaan skrg brppun bkl mrk bayar tp sisi kemanusiaan keadilan gmna hrsnya vaksin gratis tuntaskan br bicara vaksin berbayar triak pancasilais tp kebijakan gk pancasilais,1,1,-1
86,sih susah disuruh vaksin nurut tolong kemaren gratis katanya ina inu berbayar katanya ita,-1,1,-1
87,ada untungnya ternyata jadi honorer mayan jatah vaksin gratis ehe,1,1,-1
88,tetangga tanya vaksin bagus yang gratis yang berbayar mbak harus jawab dong,1,1,-1
89,males debat kamu yg pro kontra pandemi karna nakes ga maksa sekali gapernah maksa nutup warung sini cuman mencegah mengobati nek ga yaudah gpp bapak ibukmu semisal covid yg awale ra percoyo ya tetep openi gratis,-1,1,-1
90,kle ada daftar vaksin aplikasi speedid habis daftar langsung kesana sesuai hari yg jadwal terus vaksin skrg msh gratis maaf tanya makasih informasinya,1,1,1
91,mau vaksin lansia coba cek puskesmas rumah sakit mereka udah buka pendaftaran gitu gratis langsung dateng bawa ktp aja biasanya dibatasin sehari orang tempat gw soalnya udh rs sediain vaksin lansia ternyata,-1,1,1
92,negara provokasi negara provorsional dianggap babu hanya elite global mampu vaksin swab oksigen gratis lak matamu suruh cepet sembuh tatanan gak tau soal itu idamanmu merusak rejeki rakyatmu benar itu,-1,1,-1
93,kf nggak nyetok vaksin nusantara aja ya jadi sekarang dibagiin secara gratis,-1,1,-1
94,sdf halo yang tanya vaksin dimanacoba tanya puskesmas daerah masing ya itu gratis bawa fc ktp perhari kuotanya jadi ambil antrian pagi ya,-1,1,-1
95,sebangsat nya orang masa pandemi selain koruptor bansos orang yg nyolong tabung oksigen dalih pengisian gratis ketangkap tolong bui covid di dunia pak polisi,-1,1,-1
96,kagum luar tp sklgs malu besar melihat organisasi agama nonislam bs melakukan upaya mulia vaksinasi gratis menghadapi wabah smntr masjid sktr perumahan nya msh bikin pengajian solat berjamaah,-1,-1,-1
97,banyak dibuka layanan vaksin gratis tiap kota keterlaluan sih tetap gak vaksin,-1,1,-1
98,enak betul weh abis vaksin dapet ayam kambing gratis napa gaada dapet sapi gitu pak pedet gak masalah goleke suket,1,1,1
99,udah sih vaksin gratis gua takut bgt sumpah,-1,1,-1
100,vaksin gratis ada vaksin mandiri berbayar tanya budi,1,1,-1
101,gue setuju vaksin berbayar kalau jenis vaksinnya berbeda dr yg diedarkan gratis catatan vaksin gratis diakselerasi opsi harus dibuat untuk menjangkau segmen yg luas,1,1,1
102,mulai ribut soal vaksin pake biaya dasar bgsd kyk bgtu aja kagak ngerti kalian pengin cepattanpa ngantrisilahkan beli pengin gratis silahkan ngantri jgn berisik kyk monyet dilemparin terasi,-1,1,-1
103,sebel banget ada bilang vaksin kan bisnis heh gundul mukiyo vaksin gratis ga pake bayar ongkos aja tempat vaksin nggak ya jalan cepet ya lari,-1,1,-1
104,vaksin nya emang gratis perut bawaannya laper mulu yg bahaya dompet,-1,1,-1
105,benar pengobatan covid gratis terhadap rs yg memungut biaya pasien selamat siang pahlawan,1,1,1
106,yg sibuk dg upaya menekan pandemi covid sebagian ada yg sibuk dg abu janda ayo kendor ayo lakukan vaksinasi mungkin utk rakyat gratis,-1,1,-1
107,alhamdulillah bang ge di vaksin pakai astra zanecca bang ge tanya kirakira dapet gratis servis untuk km pertama gak nakes nyuntik malah kasih nomor hp,1,1,-1
108,mending lu pd vaksin mumpung msh gratis dmn sblm vaksinasi masal ditutup trus suruh bayar mandiri,-1,1,-1
109,kalo ditanya gue setuju engga kebijakan vaksin berbayar gue bakal jawab setuju kalo emang gamau bayar keberatan bayar bisa ambil gratis langsung pemerintah,1,1,-1
110,asik banget abis vaksin dapet disney gratis sebulan,1,1,1
111,sungchan beneran kek anak anak aktivis kampu ekolah ya udah campaign internetbpositif campaign makanan gratis garda terdepan covid,1,1,1
112,kalian pengen vaksin nggak sih vaksinnya gratis sudah menjangkau berbagai wilayah indonesia,1,1,1
113,ngasih kopi gratis yg udah vaksin movement positif nyenengin driver ojol lewat bagibagi makanan movement orang yg ngerasa bantu bakal inget brand gak perlu banyakin gimmick cukup tunjukin aksi nyata,1,1,1
114,undangan vaksin covid dosis kedua ternyata mesti berjarak hari dosis pertama yo ndak jenenge wae gratis matur suwun pemerintah,1,1,1
115,kalau flyer vaksinasi gratis ada foto pejabat kepala instansi mengadakannya,1,1,1
116,menabuh genderang perang thp covid ujung nya jualan vaksin ppkm gratis vaksin dibeli enak luh gue enek,-1,1,-1
117,vaksin mandiri berbayar kalo juta gapapa dah ayo ketemu covid mutasian nunggu vaksin gratis ampe aku prioritas negara,1,1,1
118,muncul vaksin berbayar semoga gratis gak sulit didapat,-1,1,1
119,uwong omongane mbulet ae ga pro vaksin ono vaksinasi gratis ikutan ngejak ngejak yg rentan untuk vaksin,-1,1,-1
120,punya orang tua gak percaya teori babibu wasweswos fafifu covid tuh beneran privilege ya disuruh vaksin gamau giliran berita vaksin bayar ngatain yg gratis gak bagus,-1,1,-1
121,bikin janji vaksinasi eh batalin alasan bakal dijadwalkan ulang pergi ke tempat menyediakan vaksin gratis eh batasin enggak vaksin disalahin aduh gini ya negara,-1,1,-1
122,bedanya vaksin berbayar vaksin gratis,-1,1,1
123,dulunya keras bilang nolak vaksin grgr teori konspirasi terus pas tau vaksinnya gratis langsung disuntukada ada orangnya hahaha,-1,1,-1
124,heran akan kelangkaan vaksin gratis alasan dicaricari rakyat diarahkan untuk vaksin berbayar ngak lah oksigen obatobatan langka mosok vaksin ngak biadab,-1,1,-1
125,ga ngerti pasien gejala covid puskesmas dimintai swab gratis eh menolak langsung pulang pas pulang nelpon minta ditensi infus katanya lemes egois gini kita dirumah punya keluarga masa bagi covid,-1,1,-1
126,kasus meroket solusinya berharap vaksin vaksin gratis dimana kasus tetep meroket,-1,1,1
127,ada warga mampu membayar vaksinnya secara kuantitas mengurangi beban waktu biaya negara penghematan bisa dipakai untuk mempercepat memperluas vaksinasi gratis untuk rakyat mari bantu awasi pelaksanaan vaksin gratis,1,1,1
128,temans ngga perlu cape dgn perdebatan ttg kebijakan indonesia dlm menangani pandemi ini baik tetep pake masker dobel jgn nongkrongberkerumun tetap jaga jarak jaga tangan tetap bersih wajib vaksinasi vaksinasi gratis kesempatannya,1,1,1
129,udh dikasih teaser orang india kengerian covid teriak ih seremmn serem dihimbau pulang kampung halal bihalal ketempat wisata tetep diterabasdapet swab gratis dirusak tipikal dibilangin batu kesandung batu nangis yg disalahin batu,-1,1,-1
130,singapura vaksin swasta rakyatnya bayar kita vaksin gratis paling enak sini,1,1,1
131,duhai presiden ku percepat vaksinasi gratis akhiri status ppkm darurat cukup juli rakyat menderita pedagang kaki lima menangis kena denda jutaan umkm kehilangan omset pengangguran tinggi waspada chaos prof,-1,1,-1
132,pemerintah gunakan standar ganda vaksinasi satu sisi vaksin individu berbayar disisi vaksin gratis pemerintah menjelaskan,1,1,1
133,buru buru dah yg vaksin kalo vaksin gratis daftar ajaa bisa jadi kalo ngelamar kerja perusahaan minta pekerja yg udah vaksin vaksin bayar mayan apalagi yg nganggur,-1,1,-1
134,tengah kondisi pandemi gini denger vaksin berbayar ya sedih dah ga harapan vaksin kayak hpv gratis kayak negara,-1,1,-1
135,serius nanya kalo punya anak msh bulan sakit panas hariini mau vaksin gratis pilih ttp vaksin ninggalin anak lg sakit batalin vaksin jagain anak,-1,1,-1
136,vaksin tuh gratis,1,1,1
137,vaksin gratis aja lo alasan pilihan vaksin berbayar lo gorengkadal buduk,-1,1,-1
138,dikasih vaksin gratis tolak ngak vaksin di suruh vaksin mandiri gotong royong ngomel ngomel biadab,-1,1,-1
139,sp yg blm vaksin daftar aja yuk gratis terbuka untuk umum,1,1,1
140,disuruh vaksin sini rakyat mau vaksin mulai nyari vaksin ternyata vaksinasi gratis yg menjadi warganegara disebut beban negara sedih akutuh sebenernya vaksin mbayar lho dr pajak yg kemplang brp sm koruptor,-1,1,-1
141,pli kasih akses swasta dong vaksinasi bayar gapapa dah ribet kalo nunggu yg gratis,-1,1,-1
142,pemberian vaksin gratis gencar dilakukan kepolisian dibandingkan faskes instansi,1,1,1
143,wei kimia farma mau beli vaksin dishoppe gak males keluar ntr kena corona trs gratis ongkirnya gk trs jasa yg nyuntikin nyuntik nih vaksinnya diminum gimana nih,-1,1,-1
144,jadi kimia farma adain vaksin mandiri berbayar sinovac terus yg gratis juga sinovac lah jadi gmn deh keefektifan si vaksin jangan yg gratis palsu wkwkwkwkwkwkwkwkwk eh gmn sih wkwkwkwkw jd ngawur gini bund pikiran awak wkwkwkwk,1,1,-1
145,emang vaksin gratis dimana kalo yg bayar dimana brp,-1,1,-1
146,vaksin ruwet sih gratis,-1,1,-1
147,sebenernya gw heran sentra vaksinasi gratis secepat kilat habis porsinya warga gercep jokinya katanya warga yg denial vaksin,-1,1,-1
148,kaum antivax aja alasan ga divaksinnya vaksin gratis ga vaksin bayar ga,-1,1,-1
149,gw pgn ikut vaksin gratis udah blg nyokap katanya suruh blg bokap biar bokap yg ngurusin gw gabole berangkat udah blg bokap dr kmrn ga diseriusin,-1,1,-1
150,jerman menyediakan tes antigen covid gratis untuk mulai maret menkes jens spahn mengatakan selasa kemarin seiring diizinkannya bbrp sekolah kmbl dibuka tes antigen akan tersedia apotek kantor dokter dokter gigi pusat pengujian covid,1,1,1
151,vaksin gratis gamau vaksin bayar marahmarah masyarakat ngntd,-1,1,-1
152,kapolda metro jaya irjen pol fadil imran menyatakan mapolsek diadakan layanan rapid test antigen covid gratis setiap hari senin kamis mulai pukul pukul wib warga membutuhkan,1,1,1
153,berjuta juta vaksin drg indonesiadpt beli yanih yg jd prtnyaan kirayg byr siapaskrg rakyat dksh gratis tp ributini itu lahgk trima,-1,1,-1
154,bapak arul niru si bales pesan iya pake yup ditanya tagihan listrik jawab gratis bantuan covid ya bener si kan dahlah,1,1,1
155,yang saya sampaikan pak presiden vaksin berbayar anda sampaikan youtube untuk masyarakat gratis pandemi segera diatasi kembali normal pajak kendaraan termasuk diringankan,1,1,1
156,misale vaksin ma al wis enek vaksin berbayar yo aku milih bayar sih ben jatahe gratis dinggo sik liya,-1,1,-1
157,hah vaksin gratis perusahaan,1,1,1
158,situasi vaksin terkini nih dah kyk rebutan naik kapal film gratis silahkan tp blm dapet yg ad duit ya beli,-1,1,-1
159,vaksin gratis untuk rakyat syarat wajib negara untuk menyediakan menyelenggarakannya secara gratis,1,1,1
160,nyari akses vaksin gratis masih slot aja kayak nyari huruf yosan,-1,1,-1
161,nunggu vaksin gratis mg rakyat nkri sehat,1,1,1
162,vaksin yu yuk gratis lho masa gamau,1,1,-1
163,btw jujur gue bingung deh ma ive covid testing sebenernya penting bgt ya utk menurunkan angka kasus covid kok gue gapernah liat berita test covid masal gratis diinisiasi pemerintah ya kebanyakan ya test inisiatif pribadi hrs bayar,-1,1,-1
164,suka marah aja orang yg ga divaksin trus ga maskeran pengen enak ya dirumah aja gausah ngopi lu orang susah antri vaksin pengen sehat menolak yg gratis gini,-1,1,-1
165,vaksin gratis ngga takut mati katanya giliran ngga gratis protes vaksin aja pake bayar buset maunya gimana maneh,-1,1,-1
166,udah difasilitasin vaksin gratis perusahaan masih aja yg ga vaksin alibinya ga percaya covid ada hadeh gedeg bgt memek,-1,1,-1
167,vaksin yg gratis ndak sekali ad bayar protes ya pengabdi jambul sanset tanah anarki ingett yee tot beli harus di bayar anday ku malaykat kupotong,-1,1,-1
168,besok yg vaksin silahkeun kebalai desa jgn lupa bawa ktp pendataan sajagratis plus dpt hadiah senyuman setulus hati petugasebypkku,1,1,1
169,disediain gratis nolak denger vaksin berbayar ribut ga usah ribut jatahmu yg gratisan ga bakal ilang yg berbayar disediain yg punya daya beli dan butuh cepet divaksin urip dikepenakke kakehan omong kono sesuk suntik,-1,1,-1
170,gubernur bali menyatakan semua warga negara indonesia ada bali termasuk turis asing ada balidi persilahkan untuk melakukan vaksinasi covid ma al hari dan gratis tidak pungut biayategas mantan walikota denpasar,1,1,1
171,dapet fasilitas vaksin gratis lupa isi angket tur kepasan acara nikahan temen gitu ya kalo emang jodoh,-1,1,-1
172,ngakak gua liat stori abang gua pagi kaget vaksin berbayar ya biarin aja kali klo lu yg gratis ya pilih yg gratis haperlu ikut bingung orang dagang demand apapyn jenisnya bakal ada supply,-1,1,-1
173,vaksin gratis ya dikira gue goblok ya udahlah,-1,-1,-1
174,diam lakukan yang bisa berbagi yang punya ada kata lelah untuk indonesia gotong royong melawan corona hari mulai jam sd pospera pena bagikan porsi makan pagi gratis berikut masker vitamin rakyat,1,1,1
175,emak yg meresahkan digrup wa fb vaksin gratis masih dan tinggal ikuti jalurnya vaksin berbayar bagi yg memiliki keperluan bukan bwt apakah selepas vaksin tiba bebas tidak sama dg yg blm vaksin,-1,1,-1
176,baru ngeh kalo hari ulang tahun jakarta deh transjakarta gratis trus pekan raya jakarta rame pengen naik gitu jalan jalan tqpi jakarta tinggi tinggi nya covid jadi mending rumah aja,1,1,1
177,disaat tempat ada yg rela antri pagi vaksin dibingungkan kelakuan anak buah yg nolak perusahaan ngadain vaksin gratis,-1,1,-1
178,bgr cara vaksin gratis gimana ya untuk mahasiswa terimakasih,1,1,1
179,vaksin berbayar masih dipaksa masuk tunggu dikit tunggu sampe smua org udah tervaksin lalu kalo vaksin tiga silahkan dipilih berbayar gratis terserah tiap hari vaksin slama bayar ya silahkan,-1,1,-1
180,vaksin gratis ogah katanya covid flu ngapain masukin racun tubuh vaksin berbayar eh protes asal vaksinnya gak ganggu jalur yg gratis ya gpplah imunisasi anak yg gratis yg bayar gratisan pake sumeng bayar gak sumeng nunggu berbayar ah booster,-1,1,-1
181,gw komisaris kimia farma ga itu vaksin mandiri belanja diatas rb jenis produk gratis vaksin gitu mau akalakalan mah,1,1,1
182,vaksin gratis untuk pemudik balik via jalur darat gila kali ya masyarakat patuh mudik tahun diberi reward berupa vaksin gratis oh ya si pengusul orang gagal kendalikan harga tiket pesawat dia salah satu alasan golput,-1,1,-1
183,wis ndang pihak asing gek dodolan vaksin neng kene wis kesuwen ngenteni vaksi gratis,-1,1,-1
184,terdaftar vaksin gr lewat kantor ya milih aja vaksin gratis rs bandung nunggu gak tau dapetnya,-1,1,-1
185,katanya vaksin gratis ujung nya sebagian dijual duit gue mending duitnye gue beliin amer beli vaksin hahahahahaahhaahahahahahahahaha,1,1,1
186,zoo yg dom magelang kota dan punya kucing vaksin rabies gratis bakorwil magelang ya abis dzuhur katanya udah buka,1,1,1
187,sdf puskesmas sukodono ngadain vaksin gratis nek iya kalian vaksin situ pake vaksin rek makasih yg udah jawab,1,1,1
188,bawah umur vaksin undian gratis rumah menteng langsung vaksin,1,1,1
189,nungguin ga petinggi kua nikah gratis vaksin premium,1,1,1
190,gue ga percaya vaksinasi berbayar kimia farma lebih rapi nyaman dibandingkan sentra vaksinasi gratis serviam bulan malah sentra vaksinasi sepi masyarakat takut pilihpilih vaksin,-1,-1,-1
191,dips pemerintah gamau subsidi tes covid biar terjangkau harganya ya kalo gratis sih haha,1,1,1
192,treak treak gak percaya covid ada vaksin gratis ngikut hahaha goblok,-1,-1,-1
193,pengen ikut vaksin gratis takut,-1,1,1
194,pemerintah ga nyuruh baim raffi ahmad atta halilintar beli vaksin aja terus dikasihin gratis warga mereka jadiin konten kan modal belinya balik mereka duit juga krn rakyat nonton ngono gak sih wkwk mumet dewe,-1,-1,-1
195,vaksin gratis ga disuruh bayar marahmarah sehat,1,1,1
196,kesel deh orang buang sampah sembarangan lu udah dapet vaksin gratis trus yaa seenggaknya hargai petugas kebersihan sana cape loh ngebersihin sampah hall segede gua udah ambilin sampah yg tinggal cuman liatin doang sadar ehh,-1,-1,-1
197,orang penting berkata vaksin gratis bansos pertolongan absurd kita menunjukkan sedang berada dimenara gading,-1,1,1
198,nungguin vaksinasi katanya gratis pengusaha dermawan,1,1,1
199,gausah ngamuk bego gaada maksa lu beli vaksin dah gratis aja nolak yakali lu ngeluarin duit,-1,-1,-1
