,tweet,bert_predict,lstm_predict,bert_lstm_predict
14,barusan vaksin terus orang tanya mbaknya kuliah iya terus tanyatanya gitu kayak kuliah dimana biaya soalnya anaknya kayaknya ambil jurusan kayak gitu tibatiba bilang loh mbaknya udah usia iya bu saya masuk kuliah umur,-1,1,-1
15,klo vaksin berbayar gw kudu bayar pake ya,-1,-1,-1
16,kalau tempat vaksin kudu bayar gua bayar deh emosi gue,-1,1,-1
17,masalah indonesia pcr menjadi privilege bisa aja dipangkas jadi murah pakai pajak disubsidi test tracing vaksin tau parlemen negeri masih baik namek dende piccollo soalnya,-1,1,-1
18,covid cepet pergi ya gue bayar uang sekolah uang seragam mahal kaga sekolah sekolah,-1,-1,-1
19,positif covid terus dirawat rs karna penyakit bawaan biaya nya dihandle pemerintah ga sih,-1,-1,-1
20,mahal khub ak sekolah khub corona gk sekolah khub ada uang khub ak miskin khub,-1,-1,-1
21,ya allah ya rahman ya rahim temen sekantor gua kena covid lgsg sekantor ikutan swab dah dikasih tau prosedurnya gimana positif dese bilang gue isoman aja minggu swab antigen pcr mahal yakalau gitu lo resign aja uda bener,-1,-1,-1
22,vaksin berbayar udah sasarannya kalangan menengah bawah bukankah banyak yg suka bayar drpd ngantri,-1,1,-1
23,sejauh vaksin bisa digunakan indonesia udh macam jarang terjadi efek samping menyebabkan komplikasi baru sinovac ada vaksin yang paling murah aman astrazeneca yang baru pakai terbangak ini india,-1,1,1
24,vaksinlah vaksin bayar vaksinlah kena virus jgn kayak ge bulan nyari vaksin gratis sekian awal bulan akhirnya dpt jadwal vaksin sekaligus dpt virus gajadi vaksin deh yeu,-1,1,-1
25,bicara covid emang completed sehat mahal manusia anjing kalo ingetin,1,-1,1
26,kemarin byk yg marah marah pas flight pulang ternyata otg bayar extra isoman skrg byk yg marah marah pas flight pulang ternyata harus vaksin tempat vaksin dimana ada nomor antrian yha,-1,-1,-1
27,pak bebrapa rakyat nggak untuk tes covid biaya nya lumayan tes satu keluarga yang gratis satu rw di jatag orang itupun yang terindikasi sakit,-1,1,-1
28,kabinet gotong royong vaksin gotong royong bayar utang gotong royong sumbang covid gotong royong,1,-1,1
29,pasien covid boleh membayar sepeserpun rumah sakit biaya perawatan covid perawatan jenazah ditanggung pemerintah,1,-1,1
30,taknak vaksin murah,-1,1,-1
31,covid ada covid nyata nu euweuh mah nu tas nginjeum duit euweuh kabar euweuh bayar euweuh sasadusasadu na acan,1,-1,1
32,yaudah emang vaksin bayar gapapa asalkan pfizer moderna,1,-1,1
33,ga abis pikir soal vaksin bayar cmn org privillage yg ngeluarin uang ratusan dgn mulus kita apa udah mah tersingkir keadaan bikin rakyat bawah tertekan dgn kebijakan yg sekali tdk mempertimbangkan hal keadaan kritis,-1,-1,-1
34,anggapan gelendangan odgj pedagang pasar orang starta bawah ga kena covid ternyata yg kena lebih miris udah sakit faskes terbatas igd penuh oksigen mahal swab mahal semoga cepet sadar jgn sepelein wabah,-1,-1,-1
35,vaksin gotong royong gotong royong dijual dijualnya mahal,-1,-1,-1
36,ternyata vaksin sputnik adatapi bayar kayaknyasputnik johnson johnson cuma suntik,-1,-1,-1
37,alhamdulillah hari karyawan yg berangkat vaksin hari karyawan vaksin terimakasih owner perusahaan mau bayar vaksin gotong royong vaksin memberikan rasa aman untuk semoga karyawan yg vaksin ada kipi sehat semua,1,1,1
38,kalo vaksin bayar ga si,-1,-1,-1
39,terlepas vaksin gratisbayartrenyuh hati ketika abis beli bubur aya tapi dipareman lampuna loba razia mun kaciduk teh dendana marahal lindungilah semua ya allah baik yg dirumahaja mrk yg tdkbisadirumahaja aamiin,1,1,1
40,org yg krj dgn iklas negaranya dinyinyirin dokter terawan dkk lg membuat vaksin kta bs dpt vaksin murah dinyinyiri jg bknnya mlh didukung knp skrg org yg hidup mapan turun temurun spkepanasan jenggot mlht indonesia melangkah lbh maju,1,1,1
41,vaksin az termasuk paling murah lainnya ternyata harga bohong berbanding lurus tingkat keamanan,-1,1,1
42,dokfe gak rs ngebolehin vaksin mandiri bayar gapapa bayar kelamaan nunggu giliran,-1,-1,-1
43,vaksin gratis tolak vaksin bayar protes,-1,1,1
44,suami bulan pindah tugas jatim sumsel awal bulan udah pindah diundur bosnya jadi abis lebaran eh naik pesawat harus kartu vaksin wajib tes pcr mahal kebangetan gak antigen,-1,-1,-1
45,vaksin berbayar ya gapapa sik biar cepet dapet vaksin duit mau cepet ya bayar klo ga duitnya ya udah nunggu gratisan aja,-1,-1,-1
46,mau vaksin puskesmas bayar kah syarat ga umur tia,-1,-1,-1
47,dok sy bsa vaksin yaa tamu villa sy kerja ada lumayan dok sy bsa bayar tunggakan anak sy sekolah semoga bsa ya dok jujur terharu banget semoga bali cepet bangkit ya,1,1,1
48,efek corona akeh ngedol manuk apik murah tp omah wes kebek kurungan,-1,-1,1
49,warga dki mulu boleh vaksinkami bayar pajak taat hukum tolong diskriminasi bahkan untuk kesehatan masih tega melakukan diskriminasi juga segera vaksin,1,-1,-1
50,lockdown bantuan mora membunuh kehidupan terpenjara lebih dua bulan majikan merana dapat bayar gaji pekerja pusing modal rakyat hilang pendapatan kilang warga asing bekerja tambah angka kes covid,-1,-1,-1
51,situasi covid indonesia bener bikin runyam oknum kayak surat negatif covid palsu bayar pasien biar ngaku covid alhasil orang jadi gak percaya covidprokes ditinggalin pasien membludak lagi korupsinya inimah musibah diperparah sm keserakahan,-1,-1,-1
52,masker tadz bayar zakat fitrah besok pakai masker ustadz gak boleh corona loh tadz ustadz gak perduli aku peraturan pemerintah loh ustadz itu peraturan pemerintah siapa besok zakat fitrah bayar pakai beras pakai masker,-1,-1,-1
53,org yg milih vaksin berbayar krn scr psikologis pemikiran org umumnya bilang bayar bakal lebih bagus yg gratis kayak naek becak cm byr rb becak ngebut penumpang protes tkg becak bilang bayar rb aja minta slamet,-1,1,-1
54,ayo vaksin di suruh bayar,-1,-1,-1
55,sesuai cerita terdengar pedagang pasar tradisional menolak vaksin takut masuk virus china mbok anti china sampaikan pakai barang barang murah china sejahatnya jahatnya membahayakan nyawa orang lugu,-1,-1,-1
56,agak gila di dunia kpop sebentar tahunan ky aku punya lalu sadar covid menyerang tiba salary jadi abis bayar tagihan tu rasanya perih skrg sih masi suka korea berusaha untuk realistis,-1,-1,-1
57,udah gratis aja males palagi besok bayar gue sumpahin yg menolak vaksin mati anjing,-1,-1,-1
58,bagaimanalah nasib anak desa yg makan tidur dirumah mengadu nasib dipulau sebrang mencari nafkah tpi terhalang covid ditambah biaya swab yg mahal bgi org yg tdk tunggu keajaiban ja lah ku mencari puing rupiah,-1,1,-1
59,pulang jakarta mampir minimarket plered cirebon antri bayar kulihat orang pemuda pilih barang gak pake masker wtf terus antrian saya ternyata gak pake masker aduhh pingin lari aja pada gak peduli covid,-1,-1,-1
60,punya duit males antri ya bayar aja vaksin buat kesehatan juga,-1,1,-1
61,kalo kena covid biaya ya gimana,-1,-1,-1
62,gak bikin vaksin bersubidi bayar rb pake pulsa gitu,-1,-1,-1
63,kasus penjualan vaksin ilegal sumut bukti kalo yg bayar vaksin ya gt deh,-1,-1,-1
64,gw perhatiin kemaren malam ide macron terkait pengetatan vaksinasi mendapat kritikan tajam oposisi sebagian dg bahasa sangat frontal menimpa macron berhasil nurunin angkat covid khari menjadi khari rakyat berasa gak mubadzir bayar gaji dewan,1,-1,1
65,yg belom vaksin mending vaksin deh mumping gratis ntr klo bayar nyesel loh,1,1,1
66,dibilang lebay gegara pake masker mulu pas nongkrong bareng gapapa deh kerjaan gue gabisa wfh kalo gue kena covid lu bayarin biaya idup gue,-1,-1,-1
67,kalo mau vaksin bayar ya pastinya punya uang ya kalo masyarakat umum lebih pilih untuk vaksin gratis aja ya masalahnya sampai vaksin gratis dikurangi biar terpaksa vaksin berbayar,-1,1,-1
68,manusia gabelajar dr covid manusia cm bayar harga mahal aja dr covid,-1,-1,-1
69,betapa mahal karunianya salah satunya udara segar tengah pandemi covid kita kurang leluasa menghirupnya semoga berlalu pandemi dan menghirup udara segar masker,1,1,1
70,gua sih vaksin bayar ogah dimasukin statistik negara enak aja diaku pencapaian bayar,1,-1,-1
71,pendapat gue soal vaksin akan dijual kimia farma untuk orang males antri kalo protes bayar yaudah pakai yg pemerintah gausah ngeyel kalo yang berbayar sok silahkan duit nya yang penting semua vaksin,1,-1,-1
72,nunggu vaksin mandiri aja bayar gak masalah nunggu vaksin gratisan pemerintahkantor wkwk,1,-1,1
73,vaksin gotong royong emang vaksin berbayar awalnya dibeli badan usahaperusahaan utk vaksin karyawannya skrg diganti jd bisa dibeli perorangan lewat kf masalahnya jadi pilihan yg gratis yg bayar terserah org yg kan,1,1,1
74,covid virusnya gak bahaya biaya pengobatan nya yg bahaya karna mahal tetap safezone biar gak zona merah,-1,-1,-1
75,selamat malam bantu jelaskan nggak biaya perawatan pasien covid yang ditanggung kemenkes biaya aja persyaratannya aja terima kasih,-1,1,1
76,gais kalo vaksin puskesmas bayar gak bayrnya,-1,-1,-1
77,msh aja ya org yg susah bgt pake masker trs disuruh vaksin blg takut begitu segitu vaksin msh gratis gmn bayar giliran dihargain tinggi pd ngedumel diksh gratis gamau vaksin emg susah kesadaran org indo ya gakpada capek sm pandemic,-1,1,-1
78,sebenernya mah vaksin bayar gapapa asal vaksinnya yg ditetes,1,-1,1
79,udahlah miskin eh bodoh jg diborong kaum covidiots yg teriak ekonomi terkekang endorse penyakit nyalahin pemerintah gak bener hutang gak percaya covid dirinya udahlah miskin kagak bayar pajak bodoh gak pake masker,-1,-1,-1
80,vaksin gak wajib mahal ya shayy berasa ditembak dikasir kirain cover asuransi ternyata engga tau jt aja vaksin wkwkk masih kedua ketiga lagii,-1,1,-1
81,lagi org percaya vaksin mahal murah noh,-1,-1,-1
82,kmrnan berita gudang vaksin kebakaran vaksin bayar susah bener yak husnuzan,-1,-1,-1
83,kl gamau antri vaksin ya bayar ntr ky gini diblg negara kapitalis gak nyampek,-1,-1,-1
84,terkesan dgn virus covidbanyak tabung yg dah siap di bayarpelanggan xde duit allahuakbarsemoga allah permudahkan urusanaamiin,1,1,1
85,vaksin individu berbayar perusahaan saja terapkan pembiayan vaksin karyawannya ditanggung perusahaan yg penting segera divaksin yg bayar juga dipersilakan,-1,1,-1
86,jaman corona gini menyaksikan ada orang bayar hitung uangnya menjilat jari dulu corona aja udah sekarang,-1,-1,-1
87,kimia farma harga mahal pelayanan jelek pake alat bekas untuk tes covid speechle,-1,-1,-1
88,bener aja ya oksigen yg kita hirup gratis kudu bayar gegara covid,-1,1,1
89,dapet jadwal vaksin situ vaksin dah kalo bayar mau antri bayarlah bayar bayi aja imunisasi dpt yg gratis yg bayar kadang lu milih yg bayar karna takut anakmu panas rewel ribet hidup,-1,-1,-1
90,bisa vaksin bayar tuh sejarahnya gimana yah,-1,-1,1
91,korban covid kebanyakan meninggal nya rumah sakit ya sik sik umm ano harus bayar biar dapet kamar,-1,-1,-1
92,seandainya mah ekonomi jalan vaksin lancarin cara bayar masyarakat mau bayar karna masyarakatnya punya duit kalo dgn ppkm kaya gini masyarakat gapunya duit pemerintah gapunya duit vaksin blm lancar ya wasalam,-1,-1,1
93,vaksin gotong royong ngga bayar cuma setor uang aja,-1,-1,1
94,vaksin gratis kedodoran tp keluar vaksin bayar okelah org berduit langsung nyerbu keadaan skrg brppun bkl mrk bayar tp sisi kemanusiaan keadilan gmna hrsnya vaksin gratis tuntaskan br bicara vaksin berbayar triak pancasilais tp kebijakan gk pancasilais,-1,1,-1
95,giant margo aja abiskan riwayatnya asli dah banyaknya orang positif covid ngaruh bgt perekonomian warung aja berasa apalgi giant yg kudu bayar sewa bayar pajak usaha bayar gaji karyawan,1,-1,1
96,awal bulan udah gak kerja nih covid meningkat yg punya saran kah jualan gtu biaya hidup,-1,1,-1
97,kadang heran kalo pcr patokan positif covid ya hasilnya keluar dan kalo super cepet bayar nya mahal banget ga pas cek swab antigen positif lgsg pcr hari juga keluar biar langsung tindakan,-1,-1,-1
98,cerita hari duit adek wa ilang nyecer ntah kemana hasil jahit gown apd tuh ku gantiin bilang gak usah gpp kak nnti allah yg ganti terus barusan dapet kabar uang semesterannya gak perlu bayar karna dapat bantuan covid,-1,-1,-1
99,kalo vaksin pfizer murah berlebih deh ak rela membayar kwkwk,1,1,1
100,pelihara hewan yg bener aja ky punya anak habisin duit makan vaksin obat cacing biaya kalo sakit repot bersihin kandang rumah poop pipis mandiin bedanya pet dikandangin kalo lg sumpek anak manusia ga,-1,-1,-1
101,langsung nikah aja yuk munpung jaman corona lumayan hemat biaya dimaklumin tetangga kalo acaranya nggak semeriah pasangan,1,-1,1
102,susah bgt anying klo stan dream treasure mn nya rajin cb bayngin kalo comeback setahun hadehh jd trs album skrg mahal babi juta pertahun mnding tabung biar ntr corona ilang bs ngonser gasi,-1,-1,-1
103,uwin warga menfe dah di vaksin blom nih kalo dah bayar kaga,-1,-1,-1
104,ada istilah vaksin berbayar komersialisasi vaksinasi covid membedakan khusus diperuntukkan pekerjaburuh anggaran biaya para pengusaha,-1,-1,-1
105,vaksin dibeli utangan rakyat bayar puluhan tahun depan kepada rakyat vaksin disuruh bayar kurang bangsat lagi,-1,-1,-1
106,udah daftar vaksin blm dipanggilpanggil keburu vaksin bayar wkwk,-1,-1,1
107,alhamdulillah kantor siap daftar vaksinasi kemaren sempet gak yakin bakalan difasilitasi secara swasta ude mikir ntar daftar rs kantor aja trs gw rembes medical aja gak bayar juga ahahahahaha,1,-1,1
108,kle dagang ada makan ditempat maunya ta palakin bapak pilih ngasi makan minum ribu bayar denda satgas covid,-1,1,-1
109,mulai ribut soal vaksin pake biaya dasar bgsd kyk bgtu aja kagak ngerti kalian pengin cepattanpa ngantrisilahkan beli pengin gratis silahkan ngantri jgn berisik kyk monyet dilemparin terasi,-1,1,-1
110,sebel banget ada bilang vaksin kan bisnis heh gundul mukiyo vaksin gratis ga pake bayar ongkos aja tempat vaksin nggak ya jalan cepet ya lari,-1,1,-1
111,benar pengobatan covid gratis terhadap rs yg memungut biaya pasien selamat siang pahlawan,1,1,1
112,dua hari yg dr klinik trus lg loket bayar kakek udh tua banget jalan tuntun anaknya liat hasil swab anaknya covid trus negative dokter pd alhamdulillah blg anaknya berarti depan rumah gak usah pasang bendera kuning,-1,-1,-1
113,tragedi nanggala menhan prabowo subianto mengatakan pengadaan alutsista cukup mahal itu tahun kementerian pertahanan dikritik akibat membeli kendaraan militer pindad tengah pandemi virus corona,-1,-1,-1
114,anggaran covid habis bangun pospos penjagaan masyarakat ga mudik test kesehatan masyarakat bayar vaksin bayar kalo ga gabisa bukber pos penjagaan,-1,1,-1
115,pemerintah indonesia tuh ya bingung corona ga kelar yang korupsi bansos ga tegas bikin peraturan doi doi kenapa sih bayar influencer mahal masyarakat bawah bakal paham dirumah kalo dikasih makan dikasih uang,-1,-1,-1
116,vaksin mandiri bayar ngga masalah harganya yg bener lah ini bumn,1,-1,1
117,ya tuhan tolong vaksinasi diriku biar gak bayar swab pcr mahal banget tiap bulan ya allah,-1,-1,-1
118,mending lu pd vaksin mumpung msh gratis dmn sblm vaksinasi masal ditutup trus suruh bayar mandiri,-1,1,-1
119,kalo ditanya gue setuju engga kebijakan vaksin berbayar gue bakal jawab setuju kalo emang gamau bayar keberatan bayar bisa ambil gratis langsung pemerintah,1,1,1
120,pemerintah gaji rakyatklo rakyat gaji kerja takut corona kerja bisa bayar bank,-1,-1,-1
121,informasinya syarat bayar pajak kendaraan ada sertifikat vaksin klo emang benar ok deh jd gak usah bayar pajak,1,-1,-1
122,yg vaksin bayar,-1,-1,1
123,barusan baca cnbc ternyata northern indian utta pradesh kena covid jenazah nya buang sungai pernyataan masyarakatnya sih yg bilang ga punya biaya kremasi juga yg bilang merupakan ritual kepercayaan masyarakat tapi ngeri ga sih,-1,-1,-1
124,pemerintah tdk memperlakukan pasien covid layaknya pasien umumnya besar kemungkinan keuangan negara gak sanggup membackup smua biaya yg timbul terkait covid presiden berani bikin kebijakan berdasarkan tolok ukur angka kesembuhan,-1,-1,1
125,punya orang tua gak percaya teori babibu wasweswos fafifu covid tuh beneran privilege ya disuruh vaksin gamau giliran berita vaksin bayar ngatain yg gratis gak bagus,-1,1,-1
126,perusahaan mengatur vaksin mandiri karyawan beserta pasangannya dah biaya ga dgn harapan melindungi keluarga karyawan jg tetap aja ada yg menolak alasannya ga jelas pokoknya ga krn dah tiga keturunan anti vaksin ujung nya kaum agamis yg jg,-1,-1,-1
127,gak di vaksindi dendadiancam gabisa bikin itu giliran maudi suruh bayar bgst,-1,-1,-1
128,klok obat cacing bisa mengobati pasien covid harus mahal liat masker dech masker jaja susah obat mbok ya sebara langsung penjuru jawabali biar sembuh tidak menyebar tuh covid,-1,-1,-1
129,nangis bombay susah signal sudah bayar mahal rasanya kagak sepadan keciwa peningkatan layanan nyaa selesai min mau barengan dgn corona kelar nya yg berujung,-1,-1,-1
130,argumen komersialisasi vaksin krn awal yg bayar mengabaikan sejumlah covid kondisi darurat global pasokan vaksinnya terbatas membiarkan komersialisasi mengurangi pasokan bg mrk yg plg membutuhkan,-1,-1,-1
131,perbolehkan melanjutkan mudik mempunyai surat keterangan bebas covid suket bebas covid keluarkan asalkan mengeluarkan biaya rapid lumayan mahal silahturahmi aja begal kebijakan tidak bijak dunia cuman antre mati aja takut mati,-1,-1,-1
132,ada warga mampu membayar vaksinnya secara kuantitas mengurangi beban waktu biaya negara penghematan bisa dipakai untuk mempercepat memperluas vaksinasi gratis untuk rakyat mari bantu awasi pelaksanaan vaksin gratis,1,1,1
133,vaksin moderna dimana yaa gapap bayar,-1,-1,-1
134,ayo perbagus brandingmu masak kalah branding sm corona iya ya kepo sih penyakit yg diakibatkan rokok yg kematiannya besar drpd covid ga dibranding yups rokok bayar cukai menguntungkan pihak isi,-1,-1,-1
135,singapura vaksin swasta rakyatnya bayar kita vaksin gratis paling enak sini,1,1,1
136,vaksin gotong royong udah disuruh bayar kena pajak dikasih target,-1,-1,-1
137,buru buru dah yg vaksin kalo vaksin gratis daftar ajaa bisa jadi kalo ngelamar kerja perusahaan minta pekerja yg udah vaksin vaksin bayar mayan apalagi yg nganggur,-1,1,-1
138,sedih bgt liat berita vaksin bayar,-1,-1,-1
139,corona parah indonesia ke jogja mamaku biaya tes corona mahal biaya tiket kapal biaya tes nya biaya makan jogja sewa tempat tinggal berapa juta kayaknya pikir untuk kepergian deh,-1,-1,-1
140,kebiasaan sakit gigi pas covid lg tinggi kek gini hadeh bayar deh mah,-1,-1,-1
141,swab bayar vaksin bayar insentif macet dana bansos dikorupsi udahlah hopele bgt penjahat berdasi,-1,-1,-1
142,pli kasih akses swasta dong vaksinasi bayar gapapa dah ribet kalo nunggu yg gratis,-1,1,-1
143,covid rakyat butuh sehattapi yg terpenting butuh makanbayar cicilanbayar kontrakan bayar sekolah anak nyappkmdarurat membuat kebingungantidak kerjatidak solusibagi yg punya uang tidak menjadi masalahtapi yg itu bermasalah,-1,-1,-1
144,dak ka dpt vaksin mun benda ya perlu bayar sanggup ku berbayar,-1,-1,-1
145,bayar rm untuk antigenk hasilnya kuarantin rumah sahaja baik aku simpan untuk bayar vaksin covid kat klinik swasta,-1,1,-1
146,emang vaksin gratis dimana kalo yg bayar dimana brp,-1,1,-1
147,vaksin sebelum vaksin bayar,-1,1,1
148,gokil biaya berobat perawatan emak gue abis vaksin bikin pusing masih berlanjut thank yg udah maksamaksa,-1,-1,-1
149,kaum antivax aja alasan ga divaksinnya vaksin gratis ga vaksin bayar ga,-1,1,-1
150,ga suka bayar hutang,-1,-1,-1
151,punya gak temen yg nasabah bca trus kena covid pas disuruh isolasi mandiri ga karena takut kena biaya transfer,-1,-1,-1
152,vaksin gratis gamau vaksin bayar marahmarah masyarakat ngntd,1,1,-1
153,kemenkes bayar tunggakan klaim rs covid capai jk pemerintah serius hrsnya mendukung penuh rs trutama soal klaim pembayaran lbih asyik impor vaksin lumayan dpt komisi,1,1,1
154,misale vaksin ma al wis enek vaksin berbayar yo aku milih bayar sih ben jatahe gratis dinggo sik liya,-1,1,-1
155,biaya vaksin beneran rb yaa,-1,-1,1
156,hospital swasta beli vaksin sanggup bayar,-1,-1,1
157,udah nemu dua kali orang bergejala indikasi covid emang kontak erat yg positif pas antigen merekanya negatif antigen ga akurat disuruh pcr ngeyel gamau ya emang mahal sih kan kalo bergejala gitu nular ga sih kangatau ah kan ikan,-1,-1,-1
158,melayang elaun covid bayar saman thanks discount,1,-1,1
159,pandemi covid hadapi varian ganas delta pilihannya hidup mati pada kelahi elu salah gue bener gilanya saat divaksin sempet ngomong vaksinnya sinovac ogah maunya pfizer disuruh bayar nolak digratisin nglunjak,-1,-1,-1
160,gak ya vaksin kedua minta pake pfizer kalo udah kalo bayar ya,-1,-1,-1
161,siap berkorban jiwa raga nusa bangsa negeri tercinta giliran disuruh bayar vaksin rp rb nyinyir kemanamana dia kaya raya mantu mantan presiden,1,-1,1
162,dl ktnya covid ga skrg brubah jd tp ga berbahaya trs mksd loe yg masuk kubur tu kain ma kapuk trs diiket ato pd acting jd org mati penasaran deh brp biaya produksinya kalo yg acting ampe sedunia,-1,-1,-1
163,btw jujur gue bingung deh ma ive covid testing sebenernya penting bgt ya utk menurunkan angka kasus covid kok gue gapernah liat berita test covid masal gratis diinisiasi pemerintah ya kebanyakan ya test inisiatif pribadi hrs bayar,-1,1,1
164,dek klian beli masker dmn tgl bisa masker tpi ad loh yg jual masker murah dkat kntor pajak promosi tpi untuk klian hati ya dek skrg yg usia muda udh bnyk yg ninggl fatmawati ruang prwtn covid kmrin yg usia thn ninggal hti ya,1,1,-1
165,vaksin gratis ngga takut mati katanya giliran ngga gratis protes vaksin aja pake bayar buset maunya gimana maneh,-1,1,-1
166,vaksin yg gratis ndak sekali ad bayar protes ya pengabdi jambul sanset tanah anarki ingett yee tot beli harus di bayar anday ku malaykat kupotong,-1,1,-1
167,sebaik jaga soalnya tau gue gak bakal beli vitamin mahal cari rs bagus kalo kena covid sadar kalo gak gue percaya nahan sakit orang tua gue enggak,-1,-1,-1
168,gak ono vaksin nyangkem ono vaksin nyangkem vaksin bayar nyangkem vaksin digratisno nyangkem gak nyangkem gak ayem sugeng enjing slurr,-1,-1,-1
169,gubernur bali menyatakan semua warga negara indonesia ada bali termasuk turis asing ada balidi persilahkan untuk melakukan vaksinasi covid ma al hari dan gratis tidak pungut biayategas mantan walikota denpasar,1,1,1
170,ppkm simalakama satu sisi kasus covid naek nya penyebaranny masif kurangin mobilisasi satu sisi pelaku ekonomi pkl ama warung makan caffe penjualannya turun pembatasan bingung bayar sewa karyawan serba bingung,-1,-1,-1
171,susah banget dapet vaksin masa bayar si,-1,-1,-1
172,heheh orang kayaknya bodo vaksin pemerintah swasta udah mau vaksin aja bagus kalo pemerintahnya ga sanggup ya baguslah dibantu percepat penting masyarakatnya ga bayar sekali,-1,-1,-1
173,alih alih sertifikat vaksin dibisnisin cari uang udah tau warganya kesusahan pas pandemi gini baik dikasih cara solusi biar biaya dikeluarin lebih murah intinya membantu warganya malah berdalih ini membantu biar meringankan,-1,1,1
174,vaksin berbayar masih dipaksa masuk tunggu dikit tunggu sampe smua org udah tervaksin lalu kalo vaksin tiga silahkan dipilih berbayar gratis terserah tiap hari vaksin slama bayar ya silahkan,-1,1,-1
175,kcg mau vaksin pertama vaksin keduanya wajib sebulan atau lebih ya kek bln gitu mohon maklum terkendala biaya insyaallah diniatin kalo sebulan,-1,-1,-1
176,vaksin gratis ogah katanya covid flu ngapain masukin racun tubuh vaksin berbayar eh protes asal vaksinnya gak ganggu jalur yg gratis ya gpplah imunisasi anak yg gratis yg bayar gratisan pake sumeng bayar gak sumeng nunggu berbayar ah booster,-1,1,-1
177,seriouslyobat covidmahal bgt anjir bru tau,1,-1,1
178,iy biaya merawat covid dispute,-1,-1,-1
179,pak tolong bpk audit pemda dki kerugian negara dana dki bayar fee bulan dan lama berbunga yg mestinya alokasi anggaran penanganan covid,-1,1,-1
180,klo orang curiga pengcovidan juga maklum lha ada aja urusan biaya berhadapan covid klo nyari uang dilarang,-1,-1,-1
181,vaksin bayar dewe outbreak ouch,-1,-1,-1
182,kata yg tulus gue kasih orang sehatsehat bahagia buat semua sehat mahal sekalinya sakit kena covid perjuangan nya luar biasajaga yg kita jaga,1,1,1
183,pikir positif aja pemerintah sayang takut kita mati gara gara covid kalo banyak mati yang bayar pajak jadi wkwkwk,-1,-1,1
184,orang nyinyir terus ga dikasih jadwal marah dikasih jadwalpun marah dia ya lupa sebenernya jadwal yg hrus dicancel gra corona cancelinh butuh biaya dan penyesuaian lgi cancel konser ngmong cancel trus urusan beres,-1,-1,-1
185,isi tl kemarin tentang keluhan ukt perguruan tinggi semoga diberikan rejeki melimpah semoga perguruan tinggi memberikan keringanan biaya pandemi covid aammiinn,1,1,1
186,bayar cepet salah satu mental rusak org indonesia eh antrian vaksin bejubel ada opsi vaksin mandiri terpupuklah nilai nilai udahh bayar aja,-1,-1,-1
187,kata temen rsj bs vaksin tp daftar jd pasien ribet nunggu bayar aja nurut aja deh,-1,-1,-1
188,duit quarantine snh hari pon habis bayar dah datang income tax ek kesian nya laa kekasih hati bukan sikit weh gini gayanya covid mahu tahun pon ghaxi balik pontian wipe tears,-1,-1,-1
189,oke mulai bermunculan buzzer vaksin bayar,-1,-1,-1
190,mahirap mawalan ng mahal sa buhay sa panahon ng covid,1,-1,1
191,kalo vaksin covid untuk anak dibawah th aslik gw rela bayar nabung gw sekarang khusus untuk anak semata wayang gw,-1,1,1
192,pantesan udah tanggal segini di tagih bayar kosan ibu kos nya positif covid uy jd gaboleh keluar rumah ntar ntaran aja katanya bayarnya,-1,-1,-1
193,saking takutnya covid tetangga ku bayar uangnya di dicuci,-1,-1,-1
